time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2022-03-24,44230.66,42653.71,42904.1,34879.48,1514036890.73,44006.77,direct,
2022-03-25,45112.71,43629.05,44006.77,34465.44,1529847572.88,44331.36,direct,
2022-03-26,44811.3,44108.04,44331.36,11559.16,513402297.27,44542.31,direct,
2022-03-27,46896.6,44449.41,44542.31,22676.91,1035071605.98,46842.14,direct,
2022-03-28,48208.48,46669.19,46842.14,35796.78,1697234773.76,47128.71,direct,
2022-03-29,48054.67,47018.87,47128.71,27820.54,1324122253.95,47445.3,direct,
2022-03-30,47690.62,46606.97,47445.3,24550.14,1158606188.62,47056.41,direct,
2022-03-31,47599.87,45220.41,47056.41,29105.61,1350600519.47,45522.65,direct,
2022-04-01,46726.2,44256.66,45522.65,34247.82,1558891962.07,46299.75,direct,
2022-04-02,47208.84,45655.15,46299.75,16494.27,765849775.02,45822.28,direct,
2022-04-03,47432.6,45565.57,45822.28,17415.21,809819360.86,46414.26,direct,
2022-04-04,46893.71,45136.03,46414.26,24886.34,1145480471.77,46609.36,direct,
2022-04-05,47187.66,45382.83,46609.36,24206.2,1118296319.71,45501.58,direct,
2022-04-06,45518.32,43129.76,45501.58,43268.81,1918395755.34,43177.78,direct,
2022-04-07,43894.7,42766.45,43177.78,22801.41,989892880.8,43466.21,direct,
2022-04-08,43982.39,42123.42,43466.21,25455.2,1098738940.21,42273.38,direct,
2022-04-09,42813.04,42136.04,42273.38,9050.96,384171498.87,42768.61,direct,
2022-04-10,43442.48,41921.59,42768.61,12859.53,549311405.43,42153.77,direct,
2022-04-11,42422.86,39229.4,42153.77,34885.37,1423397890.93,39536.71,direct,
2022-04-12,40673.93,39266.86,39536.71,27198.43,1087667635.69,40086.66,direct,
2022-04-13,41538.17,39591.74,40086.66,24390.05,990022174.31,41150.33,direct,
2022-04-14,41503.56,39587.14,41150.33,21473.52,870654332.34,39951.63,direct,
2022-04-15,40800.76,39779.2,39951.63,13944.94,561514975.78,40563.69,direct,
2022-04-16,40698.01,40019.08,40563.69,7771.05,313875941.14,40392.55,direct,
2022-04-17,40602.63,39563.9,40392.55,9701.08,389893199.53,39688.16,direct,
2022-04-18,41096.46,38569.14,39688.16,27721.5,1101204133.54,40811.03,direct,
2022-04-19,41755.93,40588.12,40811.03,18644.77,768239204.72,41504.44,direct,
2022-04-20,42208.1,40919.04,41504.44,25834.31,1072814871.19,41375.35,direct,
2022-04-21,42996.5,39864.73,41375.35,31792.3,1324052657.83,40490.97,direct,
2022-04-22,40794.73,39190.22,40490.97,28863.91,1154693915.31,39716.04,direct,
2022-04-23,39988.54,39305.67,39716.04,11481.51,455659637.8,39445.97,direct,
2022-04-24,39943.44,39044.29,39445.97,12668.56,501272140.43,39466.26,direct,
2022-04-25,40590.8,38234.7,39466.26,38636.23,1514243711.31,40437.52,direct,
2022-04-26,40797.85,37726.59,40437.52,38188.24,1492483889.14,38117.39,direct,
2022-04-27,39465.62,37900.6,38117.39,34510.32,1341340920.21,39252.04,direct,
2022-04-28,40386.5,38892.1,39252.04,29981.12,1188927763.73,39749.75,direct,
2022-04-29,39922.6,38179.15,39749.75,24745.92,964020058.19,38594.22,direct,
2022-04-30,38788.01,37607.77,38594.22,13696.14,525291276.33,37650.13,direct,
2022-05-01,38668.0,37461.76,37650.13,17299.6,659030267.75,38480.53,direct,
2022-05-02,39155.96,38057.31,38480.53,29810.45,1152557748.76,38513.01,direct,
2022-05-03,38644.5,37519.23,38513.01,28729.95,1095654277.96,37725.38,direct,
2022-05-04,40004.37,37665.8,37725.38,36519.07,1426469839.29,39680.21,direct,
2022-05-05,39831.19,35616.74,39680.21,51315.2,1920976838.73,36546.86,direct,
2022-05-06,36654.02,35318.86,36546.86,46629.65,1682230363.22,36009.89,direct,
2022-05-07,36129.02,34837.06,36009.89,20043.0,713980596.97,35469.21,direct,
2022-05-08,35503.12,33732.4,35469.21,41023.3,1413921299.77,34033.77,direct,
2022-05-09,34229.57,30068.1,34033.77,108479.24,3472851115.69,30076.9,direct,
2022-05-10,32625.41,29836.19,30076.9,103840.6,3244062170.09,31013.12,direct,
2022-05-11,32136.04,28087.41,31013.12,131586.22,3967102738.94,29017.21,direct,
2022-05-12,30085.67,25835.61,29017.21,160835.32,4501368166.33,28915.72,direct,
2022-05-13,30964.26,28700.17,28915.72,64448.46,1942170683.15,29244.83,direct,
2022-05-14,30274.18,28588.99,29244.83,28759.56,845013800.63,30050.31,direct,
2022-05-15,31406.35,29462.91,30050.31,26775.5,810199953.22,31296.11,direct,
2022-05-16,31296.19,29104.45,31296.11,41520.45,1242326194.24,29838.5,direct,
2022-05-17,30744.47,29434.76,29838.5,33082.29,1000070390.57,30415.91,direct,
2022-05-18,30673.66,28610.2,30415.91,44949.69,1322816665.45,28667.29,direct,
2022-05-19,30505.0,28653.17,28667.29,48991.36,1453211639.97,30282.48,direct,
2022-05-20,30725.44,28698.31,30282.48,57051.25,1692088244.46,29166.15,direct,
2022-05-21,29613.15,28924.28,29166.15,15780.21,462392582.18,29410.72,direct,
2022-05-22,30454.36,29219.51,29410.72,21390.13,639923811.62,30264.29,direct,
2022-05-23,30634.84,28861.27,30264.29,38286.66,1147137210.63,29075.68,direct,
2022-05-24,29800.48,28629.55,29075.68,28263.22,826118559.89,29630.05,direct,
2022-05-25,30189.17,29321.43,29630.05,26906.19,800315804.06,29508.27,direct,
2022-05-26,29848.6,28060.72,29508.27,45080.31,1314694988.34,29188.71,direct,
2022-05-27,29359.16,28251.91,29188.71,36570.36,1054644721.04,28597.33,direct,
2022-05-28,29234.85,28504.59,28597.33,12661.88,365397751.75,29013.53,direct,
2022-05-29,29548.72,28820.15,29013.53,12840.42,374906552.33,29452.23,direct,
2022-05-30,32161.5,29287.63,29452.23,46295.9,1426112899.49,31716.41,direct,
2022-05-31,32367.02,31203.31,31716.41,32446.48,1028808882.28,31782.16,direct,
2022-06-01,31956.43,29324.1,31782.16,43767.18,1343136773.16,29789.58,direct,
2022-06-02,30647.18,29574.16,29789.58,31049.7,932339972.84,30439.63,direct,
2022-06-03,30676.7,29249.37,30439.63,24607.85,734000142.92,29680.3,direct,
2022-06-04,29953.65,29466.57,29680.3,10446.72,310298122.38,29845.48,direct,
2022-06-05,30151.31,29516.97,29845.48,10423.68,311392830.2,29897.9,direct,
2022-06-06,31740.27,29876.22,29897.9,34484.33,1076503583.85,31353.78,direct,
2022-06-07,31551.28,29210.15,31353.78,44308.05,1340573593.65,31111.75,direct,
2022-06-08,31305.48,29839.64,31111.75,27741.65,844411303.8,30189.27,direct,
2022-06-09,30677.87,29924.47,30189.27,20555.57,620735850.86,30082.94,direct,
2022-06-10,30336.9,28839.92,30082.94,38461.6,1133049950.35,29067.38,direct,
2022-06-11,29414.37,28105.18,29067.38,24313.37,696986226.28,28389.49,direct,
2022-06-12,28519.32,26570.67,28389.49,38522.37,1060464718.45,26587.35,direct,
2022-06-13,26871.6,21976.15,26587.35,169741.38,4089411013.33,22471.59,direct,
2022-06-14,23214.28,20837.64,22471.59,93509.58,2063908671.45,22118.37,direct,
2022-06-15,22743.84,20083.9,22118.37,118629.55,2516136880.34,22566.73,direct,
2022-06-16,22961.17,20209.17,22566.73,62443.29,1326876814.5,20372.85,direct,
2022-06-17,21330.5,20221.24,20372.85,63610.58,1312456705.74,20432.26,direct,
2022-06-18,20722.69,17600.75,20432.26,100138.03,1898530847.49,18954.25,direct,
2022-06-19,20776.87,17936.0,18954.25,61181.89,1190970309.62,20553.48,direct,
2022-06-20,21016.02,19616.32,20553.48,48976.59,995940744.76,20550.91,direct,
2022-06-21,21694.7,20339.03,20550.91,45262.22,954292227.72,20699.21,direct,
2022-06-22,20862.67,19756.23,20699.21,50640.15,1027725806.49,19956.16,direct,
2022-06-23,21195.95,19870.07,19956.16,40647.06,836636021.34,21098.41,direct,
2022-06-24,21528.86,20717.47,21098.41,40303.85,850728330.88,21219.46,direct,
2022-06-25,21587.06,20902.05,21219.46,21604.15,459148971.07,21474.19,direct,
2022-06-26,21855.84,20968.82,21474.19,20812.53,445023789.79,21031.85,direct,
2022-06-27,21505.42,20553.32,21031.85,30683.89,643546203.12,20718.16,direct,
2022-06-28,21184.16,20179.52,20718.16,32936.56,680727935.72,20251.96,direct,
2022-06-29,20402.7,19844.86,20251.96,37366.3,751143299.02,20094.16,direct,
2022-06-30,20138.96,18622.86,20094.16,56316.14,1084138608.25,19908.49,direct,
2022-07-01,20817.65,18952.12,19908.49,62287.55,1220917103.86,19249.33,direct,
2022-07-02,19419.25,18965.44,19249.33,20447.36,393018265.78,19225.66,direct,
2022-07-03,19617.18,18768.2,19225.66,22431.91,430213883.45,19294.21,direct,
2022-07-04,20313.34,19036.44,19294.21,31698.75,623812499.17,20212.81,direct,
2022-07-05,20725.51,19284.32,20212.81,46669.86,931653558.35,20158.69,direct,
2022-07-06,20637.99,19749.93,20158.69,39337.75,794040793.32,20545.04,direct,
2022-07-07,21840.22,20242.62,20545.04,50417.79,1059807101.57,21611.8,direct,
2022-07-08,22377.17,21183.19,21611.8,56687.83,1233183200.22,21592.65,direct,
2022-07-09,21942.8,21328.96,21592.65,21058.31,455218724.75,21582.17,direct,
2022-07-10,21591.09,20671.26,21582.17,23037.78,485593616.02,20846.53,direct,
2022-07-11,20852.04,19872.03,20846.53,37062.98,756481179.49,19944.25,direct,
2022-07-12,20036.49,19230.29,19944.25,44319.07,873486517.39,19309.71,direct,
2022-07-13,20274.83,18919.1,19309.71,60187.72,1176644137.94,20230.81,direct,
2022-07-14,20869.51,19620.06,20230.81,50524.15,1021414563.11,20577.38,direct,
2022-07-15,21185.15,20373.45,20577.38,35888.21,747216252.44,20827.27,direct,
2022-07-16,21574.75,20481.02,20827.27,27875.55,586102523.47,21199.01,direct,
2022-07-17,21658.47,20752.85,21199.01,25674.37,544609266.04,20792.81,direct,
2022-07-18,22749.06,20760.73,20792.81,66744.81,1466428849.49,22447.39,direct,
2022-07-19,23790.89,21588.2,22447.39,79216.86,1796378775.92,23399.91,direct,
2022-07-20,24276.14,22923.14,23399.91,74279.35,1752951921.32,23222.77,direct,
2022-07-21,23419.67,22348.64,23222.77,52462.17,1201004931.31,23153.54,direct,
2022-07-22,23749.68,22513.01,23153.54,42569.62,987692728.11,22686.32,direct,
2022-07-23,22997.6,21953.76,22686.32,25789.53,577941932.27,22452.14,direct,
2022-07-24,23012.74,22270.07,22452.14,22222.43,504031294.93,22585.4,direct,
2022-07-25,22660.92,21268.28,22585.4,42928.78,940453686.83,21305.59,direct,
2022-07-26,21341.58,20733.24,21305.59,38536.61,809969148.7,21258.08,direct,
2022-07-27,23101.9,21049.67,21258.08,52722.03,1159394788.9,22960.19,direct,
2022-07-28,24196.42,22599.92,22960.19,55708.07,1303025378.67,23855.65,direct,
2022-07-29,24416.37,23444.29,23855.65,42343.73,1011106548.39,23769.15,direct,
2022-07-30,24619.11,23521.46,23769.15,32275.85,778025187.47,23646.03,direct,
2022-07-31,24187.18,23243.11,23646.03,23010.79,545406548.92,23308.14,direct,
2022-08-01,23504.29,22866.94,23308.14,31489.52,730342406.93,23271.57,direct,
2022-08-02,23451.58,22668.87,23271.57,34258.27,787698099.6,22991.49,direct,
2022-08-03,23615.71,22695.67,22991.49,44757.6,1039306431.63,22825.25,direct,
2022-08-04,23228.89,22418.27,22825.25,36540.64,835033359.1,22622.99,direct,
2022-08-05,23473.92,22590.7,22622.99,50480.51,1166014614.12,23319.22,direct,
2022-08-06,23350.56,22922.93,23319.22,17293.89,400822462.12,22956.4,direct,
2022-08-07,23400.38,22854.01,22956.4,16799.46,388274452.92,23179.86,direct,
2022-08-08,24244.59,23162.43,23179.86,40870.37,976262666.12,23817.72,direct,
2022-08-09,23923.56,22881.18,23817.72,38306.57,894336181.98,23156.66,direct,
2022-08-10,24216.73,22674.6,23156.66,52668.46,1241926276.36,23959.67,direct,
2022-08-11,24895.61,23867.0,23959.67,54803.51,1338354341.04,23943.36,direct,
2022-08-12,24458.75,23609.84,23943.36,34031.35,816924712.5,24412.17,direct,
2022-08-13,24892.27,24306.08,24412.17,28921.35,710217434.56,24449.86,direct,
2022-08-14,25012.36,24160.64,24449.86,36035.79,886604908.12,24313.71,direct,
2022-08-15,25203.38,23783.19,24313.71,54754.47,1331189946.12,24101.69,direct,
2022-08-16,24247.12,23673.2,24101.69,36536.46,874700819.79,23858.64,direct,
2022-08-17,24442.02,23185.14,23858.64,45577.22,1079499588.63,23338.03,direct,
2022-08-18,23595.74,23115.03,23338.03,24887.85,582346641.96,23201.51,direct,
2022-08-19,23202.7,20801.31,23201.51,81701.33,1770449474.07,20833.43,direct,
2022-08-20,21361.45,20772.5,20833.43,38001.61,803223608.15,21142.06,direct,
2022-08-21,21744.02,21074.63,21142.06,30413.31,650828688.99,21514.79,direct,
2022-08-22,21524.9,20908.27,21514.79,44291.12,940511413.54,21399.66,direct,
2022-08-23,21675.25,20896.83,21399.66,41086.01,879396196.46,21520.62,direct,
2022-08-24,21879.03,21154.75,21520.62,42427.08,912147556.2,21369.05,direct,
2022-08-25,21811.37,21314.81,21369.05,31215.69,674553131.93,21565.47,direct,
2022-08-26,21856.85,20121.8,21565.47,74178.49,1564850841.73,20247.99,direct,
2022-08-27,20363.82,19828.05,20247.99,38543.24,774590756.91,20038.42,direct,
2022-08-28,20155.59,19527.69,20038.42,29985.28,597441164.24,19554.08,direct,
2022-08-29,20415.53,19548.16,19554.08,52176.52,1043661877.31,20292.37,direct,
2022-08-30,20574.12,19548.55,20292.37,70062.98,1405744450.56,19813.51,direct,
2022-08-31,20483.64,19804.19,19813.51,57684.46,1165077708.26,20050.28,direct,
2022-09-01,20204.51,19571.05,20050.28,44971.29,896421556.74,20129.93,direct,
2022-09-02,20439.1,19760.56,20129.93,41618.91,836881983.68,19957.44,direct,
2022-09-03,20052.13,19659.2,19957.44,17139.2,339922228.57,19834.79,direct,
2022-09-04,20022.47,19591.33,19834.79,19536.47,387149235.82,20003.46,direct,
2022-09-05,20051.73,19638.59,20003.46,26176.62,518213568.45,19793.29,direct,
2022-09-06,20177.38,18707.09,19793.29,73359.14,1428040857.48,18791.95,direct,
2022-09-07,19458.77,18559.15,18791.95,50808.95,961396794.5,19287.52,direct,
2022-09-08,19452.91,19023.78,19287.52,44210.78,850349370.86,19321.77,direct,
2022-09-09,21559.78,19299.24,19321.77,79722.17,1657848347.88,21369.73,direct,
2022-09-10,21807.62,21138.54,21369.73,35129.91,752905078.21,21655.13,direct,
2022-09-11,21850.77,21366.74,21655.13,27756.78,600008216.45,21836.45,direct,
2022-09-12,22482.54,21567.71,21836.45,57121.32,1264510737.92,22400.52,direct,
2022-09-13,22767.89,19914.37,22400.52,83591.14,1788207293.16,20173.77,direct,
2022-09-14,20530.34,19652.44,20173.77,52796.4,1065222653.27,20233.68,direct,
2022-09-15,20333.61,19529.68,20233.68,44724.05,892897629.94,19700.15,direct,
2022-09-16,19889.64,19346.99,19700.15,48209.89,948028635.91,19804.02,direct,
2022-09-17,20189.93,19756.39,19804.02,36248.24,723991455.67,20118.35,direct,
2022-09-18,20120.58,19345.98,20118.35,31514.24,622064584.36,19417.72,direct,
2022-09-19,19681.29,18292.38,19417.72,67942.65,1289079956.8,19541.28,direct,
2022-09-20,19634.28,18735.87,19541.28,58735.22,1124075891.27,18879.95,direct,
2022-09-21,19744.77,18189.92,18879.95,95072.31,1811417134.73,18468.05,direct,
2022-09-22,19509.87,18366.46,18468.05,96116.87,1827681691.12,19405.96,direct,
2022-09-23,19500.17,18540.64,19405.96,66475.93,1261371285.29,19291.13,direct,
2022-09-24,19308.47,18813.25,19291.13,29706.93,566563739.62,18924.39,direct,
2022-09-25,19172.03,18652.6,18924.39,28763.0,544445399.91,18809.94,direct,
2022-09-26,19316.15,18689.2,18809.94,98706.77,1874981288.59,19230.96,direct,
2022-09-27,20377.45,18832.07,19230.96,105641.68,2089386131.83,19081.4,direct,
2022-09-28,19774.99,18494.71,19081.4,93863.47,1792918120.6,19412.67,direct,
2022-09-29,19641.07,18848.01,19412.67,68669.51,1327829608.79,19593.46,direct,
2022-09-30,20180.46,19201.02,19593.46,73013.93,1428753976.44,19425.63,direct,
2022-10-01,19482.38,19188.77,19425.63,14808.24,286091612.81,19313.96,direct,
2022-10-02,19394.33,18929.91,19313.96,25352.29,485799328.96,19058.15,direct,
2022-10-03,19697.23,18988.8,19058.15,57248.95,1106456268.73,19632.35,direct,
2022-10-04,20459.26,19499.64,19632.35,64461.86,1290593290.94,20344.58,direct,
2022-10-05,20366.34,19757.31,20344.58,59503.18,1195512448.37,20160.74,direct,
2022-10-06,20449.46,19866.54,20160.74,74646.94,1502842418.9,19965.12,direct,
2022-10-07,20058.36,19331.73,19965.12,59698.47,1177831670.26,19532.81,direct,
2022-10-08,19625.41,19273.73,19532.81,17433.49,339438324.44,19419.32,direct,
2022-10-09,19558.67,19325.6,19419.32,19856.73,386265984.43,19442.41,direct,
2022-10-10,19526.12,19052.64,19442.41,44380.54,856332007.87,19131.36,direct,
2022-10-11,19263.78,18858.74,19131.36,61563.85,1173375200.58,19058.29,direct,
2022-10-12,19231.72,18977.33,19058.29,38948.93,744262154.09,19154.85,direct,
2022-10-13,19504.63,18229.27,19154.85,88597.27,1669767296.93,19378.91,direct,
2022-10-14,19946.24,19085.87,19378.91,73991.58,1445859713.35,19182.01,direct,
2022-10-15,19226.15,18989.54,19182.01,15194.3,290658263.23,19069.72,direct,
2022-10-16,19424.55,19065.87,19069.72,15790.4,303391318.02,19264.26,direct,
2022-10-17,19676.02,19159.47,19264.26,42730.12,831592233.83,19550.49,direct,
2022-10-18,19698.1,19095.12,19550.49,60022.88,1167039781.8,19330.29,direct,
2022-10-19,19359.2,19075.49,19330.29,49128.58,943284685.97,19123.89,direct,
2022-10-20,19339.65,18927.42,19123.89,65084.73,1244652119.42,19043.54,direct,
2022-10-21,19248.63,18696.2,19043.54,62640.06,1191982244.05,19166.4,direct,
2022-10-22,19254.68,19116.62,19166.4,16403.84,314703377.71,19207.57,direct,
2022-10-23,19687.8,19081.67,19207.57,31309.01,607568457.44,19572.6,direct,
2022-10-24,19593.09,19164.18,19572.6,63448.35,1228052555.79,19331.06,direct,
2022-10-25,20414.92,19243.03,19331.06,103329.66,2052122456.45,20087.18,direct,
2022-10-26,21013.26,20059.27,20087.18,118988.74,2453067543.31,20776.76,direct,
2022-10-27,20876.24,20207.09,20776.76,88046.28,1813055358.34,20295.28,direct,
2022-10-28,20751.67,20031.32,20295.28,78334.3,1597589795.85,20599.89,direct,
2022-10-29,21064.84,20564.11,20599.89,58585.18,1219658735.57,20820.19,direct,
2022-10-30,20936.41,20523.41,20820.19,38497.09,797587682.85,20630.65,direct,
2022-10-31,20833.31,20242.91,20630.65,61486.04,1260610163.71,20492.56,direct,
2022-11-01,20684.6,20336.33,20492.56,48670.97,997276692.3,20480.27,direct,
2022-11-02,20801.56,20061.18,20480.27,91094.84,1861306372.17,20150.33,direct,
2022-11-03,20385.92,20040.32,20150.33,54134.03,1095711784.35,20207.99,direct,
2022-11-04,21295.37,20182.9,20207.99,97929.56,2037648086.91,21150.6,direct,
2022-11-05,21471.49,21085.76,21150.6,33103.84,706196028.56,21301.57,direct,
2022-11-06,21363.27,20893.65,21301.57,27700.95,586960236.65,20910.59,direct,
2022-11-07,21066.63,20395.49,20910.59,72622.36,1506814091.81,20593.73,direct,
2022-11-08,20672.25,17452.87,20593.73,208299.18,4026079371.74,18544.7,direct,
2022-11-09,18581.64,15546.97,18544.7,245518.91,4215919087.89,15820.02,direct,
2022-11-10,18113.28,15674.81,15820.02,167486.58,2835119228.72,17559.67,direct,
2022-11-11,17644.1,16383.43,17559.67,103948.83,1767514338.22,17007.72,direct,
2022-11-12,17067.53,16603.78,17007.72,34631.17,582536367.95,16773.9,direct,
2022-11-13,16921.72,16235.01,16773.9,35382.36,586182485.99,16307.47,direct,
2022-11-14,17157.81,15797.71,16307.47,84268.36,1384247874.05,16592.04,direct,
2022-11-15,17091.76,16509.15,16592.04,76202.66,1282932319.76,16879.14,direct,
2022-11-16,16988.63,16373.11,16879.14,64606.13,1075046774.52,16648.05,direct,
2022-11-17,16731.41,16405.81,16648.05,39166.08,650179026.0,16680.21,direct,
2022-11-18,16975.14,16531.77,16680.21,45048.23,753255014.89,16677.95,direct,
2022-11-19,16798.75,16539.01,16677.95,17003.18,282884885.11,16683.72,direct,
2022-11-20,16730.0,16169.2,16683.72,28587.86,470894190.07,16253.6,direct,
2022-11-21,16272.47,15480.69,16253.6,80853.23,1289350720.98,15760.19,direct,
2022-11-22,16277.08,15600.3,15760.19,74140.47,1184556737.9,16198.25,direct,
2022-11-23,16676.49,16144.79,16198.25,66057.37,1087435133.37,16590.98,direct,
2022-11-24,16787.9,16453.52,16590.98,37641.28,624934230.62,16588.46,direct,
2022-11-25,16605.86,16336.71,16588.46,34733.48,572460119.25,16508.33,direct,
2022-11-26,16687.21,16382.61,16508.33,20929.5,346443601.6,16451.53,direct,
2022-11-27,16587.18,16401.91,16451.53,18193.37,300543689.5,16420.87,direct,
2022-11-28,16477.82,16000.76,16420.87,53565.6,867757025.61,16207.01,direct,
2022-11-29,16528.39,16096.7,16207.01,50846.01,833578637.87,16431.79,direct,
2022-11-30,17216.6,16424.76,16431.79,86349.91,1460126671.64,17162.35,direct,
2022-12-01,17255.22,16865.92,17162.35,57361.34,978462617.82,16978.64,direct,
2022-12-02,17102.08,16827.01,16978.64,45492.23,771518084.81,17094.49,direct,
2022-12-03,17152.49,16868.66,17094.49,24699.47,419139334.98,16888.31,direct,
2022-12-04,17194.4,16884.91,16888.31,29823.7,508091945.23,17111.76,direct,
2022-12-05,17409.45,16879.12,17111.76,62808.12,1077884559.22,16966.84,direct,
2022-12-06,17101.02,16917.86,16966.84,47766.64,811906594.36,17086.52,direct,
2022-12-07,17126.91,16713.28,17086.52,42127.95,710367336.21,16837.85,direct,
2022-12-08,17286.64,16757.86,16837.85,48682.69,827814503.9,17226.02,direct,
2022-12-09,17319.38,17077.4,17226.02,41460.2,712368959.63,17126.85,direct,
2022-12-10,17221.25,17102.71,17126.85,17288.71,296657331.89,17129.19,direct,
2022-12-11,17259.64,17080.42,17129.19,22135.09,379827965.39,17094.83,direct,
2022-12-12,17239.13,16881.75,17094.83,43450.3,739369625.44,17208.66,direct,
2022-12-13,17945.07,17096.23,17208.66,80026.6,1407400841.45,17775.32,direct,
2022-12-14,18344.32,17684.33,17775.32,84917.12,1523737945.31,17801.37,direct,
2022-12-15,17853.72,17296.89,17801.37,68490.07,1200283423.38,17359.21,direct,
2022-12-16,17520.63,16611.58,17359.21,88776.6,1508594012.33,16658.44,direct,
2022-12-17,16794.06,16593.68,16658.44,40996.08,684665347.29,16780.55,direct,
2022-12-18,16830.84,16673.02,16780.55,25188.36,421765916.48,16742.74,direct,
2022-12-19,16813.47,16350.32,16742.74,63181.42,1050395879.84,16442.79,direct,
2022-12-20,17028.68,16404.94,16442.79,78296.38,1315229591.09,16901.12,direct,
2022-12-21,16922.92,16737.8,16901.12,42277.5,711271059.5,16821.13,direct,
2022-12-22,16860.78,16571.31,16821.13,48646.01,814340454.91,16816.01,direct,
2022-12-23,16907.78,16763.01,16816.01,46894.6,789038908.8,16780.97,direct,
2022-12-24,16857.81,16779.49,16780.97,17417.89,293139806.69,16837.16,direct,
2022-12-25,16850.93,16736.37,16837.16,17605.22,295850564.63,16829.1,direct,
2022-12-26,16926.73,16796.91,16829.1,20635.79,347724478.09,16916.07,direct,
2022-12-27,16960.3,16606.04,16916.07,42994.72,720956171.23,16700.54,direct,
2022-12-28,16767.99,16471.35,16700.54,54253.61,901583901.63,16540.47,direct,
2022-12-29,16650.11,16487.13,16540.47,41148.04,682471478.61,16631.24,direct,
2022-12-30,16637.25,16364.76,16631.24,53276.85,880260779.52,16599.47,direct,
2022-12-31,16625.46,16487.05,16599.47,27594.76,456998456.42,16531.31,direct,
2023-01-01,16619.82,16502.85,16531.31,20256.16,335220861.58,16613.87,direct,
2023-01-02,16768.07,16544.15,16613.87,30159.75,503360386.62,16670.08,direct,
2023-01-03,16766.7,16605.01,16670.08,37684.59,628582193.83,16670.16,direct,
2023-01-04,16972.62,16651.02,16670.16,58841.99,990689260.54,16846.82,direct,
2023-01-05,16869.84,16764.64,16846.82,31174.48,524511536.58,16825.87,direct,
2023-01-06,17013.77,16687.42,16825.87,52488.7,883642131.54,16946.16,direct,
2023-01-07,16972.62,16905.39,16946.16,11628.45,196915427.54,16942.73,direct,
2023-01-08,17132.21,16913.28,16942.73,21159.6,359149910.85,17115.81,direct,
2023-01-09,17387.59,17103.2,17115.81,73779.59,1271943559.93,17179.03,direct,
2023-01-10,17484.36,17148.57,17179.03,57628.21,997764944.91,17442.44,direct,
2023-01-11,17986.45,17324.71,17442.44,63571.7,1113334370.52,17938.0,direct,
2023-01-12,19092.31,17906.4,17938.0,122644.76,2252897545.61,18849.0,direct,
2023-01-13,19992.23,18717.45,18849.0,94611.39,1820146569.6,19932.05,direct,
2023-01-14,21255.15,19895.77,19932.05,107073.42,2223938908.13,20954.52,direct,
2023-01-15,21047.91,20575.44,20954.52,44461.09,924310249.74,20878.94,direct,
2023-01-16,21438.83,20635.89,20878.94,66430.52,1399257790.94,21188.92,direct,
2023-01-17,21555.18,20866.41,21188.92,55706.36,1181967488.8,21136.12,direct,
2023-01-18,21624.6,20411.68,21136.12,82422.66,1733563128.99,20678.47,direct,
2023-01-19,21180.98,20670.44,20678.47,54649.2,1141134569.38,21082.28,direct,
2023-01-20,22724.89,20884.26,21082.28,82923.31,1793127005.71,22676.2,direct,
2023-01-21,23327.14,22465.82,22676.2,96424.84,2212422402.47,22789.92,direct,
2023-01-22,23072.22,22343.13,22789.92,62351.77,1419749432.93,22714.99,direct,
2023-01-23,23154.59,22585.74,22714.99,70990.57,1622068993.43,22917.47,direct,
2023-01-24,23159.62,22485.0,22917.47,78065.25,1788469593.53,22637.8,direct,
2023-01-25,23801.04,22354.6,22637.8,88106.3,2010835832.21,23066.28,direct,
2023-01-26,23268.02,22870.4,23066.28,64065.53,1477492373.79,23009.15,direct,
2023-01-27,23485.53,22594.06,23009.15,65135.66,1499524205.45,23077.75,direct,
2023-01-28,23181.57,22895.7,23077.75,20229.78,465656885.65,23031.02,direct,
2023-01-29,23948.42,22981.04,23031.02,57693.1,1356557545.16,23747.26,direct,
2023-01-30,23796.62,22577.01,23747.26,73408.97,1699735992.01,22833.34,direct,
2023-01-31,23271.14,22725.41,22833.34,49746.31,1144361734.86,23129.7,direct,
2023-02-01,23799.9,22792.33,23129.7,50174.15,1166002955.1,23730.52,direct,
2023-02-02,24229.18,23423.04,23730.52,57852.6,1378661476.28,23470.8,direct,
2023-02-03,23709.93,23230.74,23470.8,40956.08,961229252.16,23437.21,direct,
2023-02-04,23582.26,23268.8,23437.21,14312.36,334962158.54,23332.1,direct,
2023-02-05,23429.68,22796.98,23332.1,27262.45,628865943.88,22940.79,direct,
2023-02-06,23147.93,22655.5,22940.79,40112.72,918256802.27,22761.44,direct,
2023-02-07,23343.29,22752.6,22761.44,37031.49,852489794.18,23252.78,direct,
2023-02-08,23407.79,22688.45,23252.78,32423.41,746102368.06,22961.13,direct,
2023-02-09,23000.67,21741.16,22961.13,72685.0,1626493846.29,21807.55,direct,
2023-02-10,21940.0,21495.4,21807.55,52389.7,1139170302.72,21634.86,direct,
2023-02-11,21897.19,21611.54,21634.86,17100.45,371394433.41,21862.19,direct,
2023-02-12,22081.41,21659.69,21862.19,27490.57,601407332.2,21790.14,direct,
2023-02-13,21895.37,21407.31,21790.14,58725.99,1271661452.37,21787.77,direct,
2023-02-14,22308.02,21587.95,21787.77,51049.58,1121665134.71,22208.56,direct,
